Stack,Bank,Row,Zone,Subzone,Zones,Topics,Periodicals,Special Collection,Finding Aid
6,10,1,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,2,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,3,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,4,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,5,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,6,16,8,13.8,,,Epicenter Zone Zine Archive,
6,10,7,16,7,13.7,,"Gearhead, Flipside, Factsheet 5",,
6,10,8,16,7,13.7,,,,
6,10,9,16,7,13.7,,Gearhead,,
6,10,10,19,0,"4.3,2.7",,,,
6,11,1,16,7,13.7,,,,
6,11,2,16,7,13.7,,,,
6,11,3,16,7,13.7,,,,
6,11,4,16,7,13.7,,,,
6,11,5,16,7,13.7,,Maximum Rock & Roll,,
6,11,6,16,8,13.8,,,Epicenter Zone Zine Archive,
6,11,7,16,8,13.8,,,Epicenter Zone Zine Archive,
6,11,8,16,7,13.7,,,,
6,11,9,16,7,13.7,,,,
6,11,10,16,7,13.7,,,,
6,12,1,17,0,14.0,,,,
6,12,2,17,2,14.2,,,,
6,12,3,16,1,"13.1,0.0",,,1915 San Francisco Chronicle,
6,12,4,17,2,"14.2,8.0",,,Punk Flyers,
6,12,5,17,0,14.0,,,,
6,12,6,17,0,14.0,,,,
6,12,7,17,1,14.1,,,,
6,12,8,17,0,14.0,,,,
6,12,9,17,0,14.0,,Archivaria,,
6,12,10,16,1,"13.1,4.3",Hunting,Full Cry,,
7,1,1,18,0,"15.0,0.0,0.1,2.0,2.3,1.1,4.1",,,Ephemera,
7,1,2,18,0,"15.0,0.0,0.1,2.0,4.1,2.3,1.1",,,Ephemera,
7,1,3,18,0,"15.0,0.0,0.1,1.1,3.3,11.0,4.1",,,Ephemera,
7,1,4,18,0,"15.0,1.0,4.1,2.0,1.1",,,Ephemera,
7,1,5,18,0,"15.0,0.1,2.3,1.1,3.2,4.3",,,Ephemera,
7,1,6,18,0,"15.0,0.1,1.1",,,Ephemera,
7,1,7,18,0,"15.0,0.1,0.2",,,Ephemera,
7,1,8,18,0,"15.0,3.0,4.1,1.1",,,Ephemera,
7,1,9,18,0,"15.0,2.0,0.1",,,Ephemera,
7,1,10,18,0,"15.0,0.2",,,Ephemera,
7,2,1,18,0,"15.0,0.5,0.3",,,Ephemera,
7,2,2,18,0,"15.0,0.5,0.3",,,Ephemera,
7,2,3,18,0,"15.0,0.2,0.4,0.5,4.3",,,Ephemera,
7,2,4,18,0,"15.0,0.0,0.1,4.3,0.2",,,Ephemera,
7,2,5,18,0,"15.0,0.0",,,Ephemera,
7,2,6,18,0,"15.0,0.0,4.2",,,Ephemera,
7,2,7,18,0,"15.0,0.0,10.2,3.3",,,Ephemera,
7,2,8,18,0,"15.0,0.0,12.2,6.0",,,Ephemera,
7,2,9,18,0,"15.0,0.0,3.0,3.2",,,Ephemera,
7,2,10,18,0,"15.0,0.0,0.1,3.0,3.2,4.1",,,Ephemera,
7,3,1,18,0,"15.0,0.5,0.2",,,Ephemera,
7,3,2,18,0,"15.0,0.2,0.5,0.3",,,Ephemera,
7,3,3,18,0,"15.0,0.3",,,Ephemera,
7,3,4,18,0,"15.0,0.2,2.2,0.1",,,Ephemera,
7,3,5,18,0,"15.0,0.3",,,Ephemera,
7,3,6,18,0,"15.0,0.4,4.2",,,Ephemera,
7,3,7,18,0,"15.0,0.4",,,Ephemera,
7,3,8,18,0,"15.0,0.2,0.3,0.4",,,Ephemera,
7,3,9,18,0,"15.0,0.5,0.3,0.4",,,Ephemera,
7,3,10,18,0,"15.0,0.3,0.4",,,Ephemera,
7,4,1,18,0,"15.0,3.0,2.6,12.2",,,Ephemera,
7,4,2,18,0,"15.0,2.3,1.1,2.1,2.6,12.2,10.4",,,Ephemera,
7,4,3,18,0,"15.0,2.0,2.1,2.2,2.3,1.1",,,Ephemera,
7,4,4,18,0,"15.0,4.3,2.0,2.7,4.2",,,Ephemera,
7,4,5,18,0,"15.0,1.2,1.1,2.1,2.0",,,Ephemera,
7,4,6,18,0,"15.0,2.1,1.2,1.1",,,Ephemera,
7,4,7,18,0,"15.0,2.1,4.3,1.0,0.6,1.2",,,Ephemera,
7,4,8,18,0,"15.0,0.6",,,Ephemera,
7,4,9,18,0,"15.0,0.6,0.1,0.2",,,Ephemera,
7,4,10,18,0,"15.0,0.5,0.3",,,Ephemera,
7,5,1,18,0,"15.0,5.0,5.1,5.2,5.3,5.4",,,Ephemera,
7,5,2,18,0,"15.0,5.0,5.1,5.2,5.3,5.4",,,Ephemera,
7,5,3,18,0,"15.0,5.0,5.1,5.2,5.3,5.4",,,Ephemera,
7,5,4,18,0,"15.0,5.0,5.1,5.2,5.3,5.4",,,Ephemera,
7,5,5,18,0,"15.0,5.0,5.1,5.2,5.3,5.4",,,Ephemera,
7,5,6,18,0,"15.0,2.1,5.0,4.3",,,Ephemera,
7,5,7,18,0,"15.0,4.2,4.1,3.0,3.2",,,Ephemera,
7,5,8,18,0,"15.0,3.2",,,Ephemera,
7,5,9,18,0,"15.0,3.1",,,Ephemera,
7,5,10,18,0,"15.0,3.0,3.4",,,Ephemera,
7,6,1,18,0,"15.0,7.1,7.2",,,Ephemera,
7,6,2,18,0,"15.0,7.1,7.2",,,Ephemera,
7,6,3,18,0,"15.0,7.1,7.2",,,Ephemera,
7,6,4,18,0,"15.0,7.1,7.2",,,Ephemera,
7,6,5,18,0,"15.0,7.1,7.2,7.0",,,Ephemera,
7,6,6,18,0,"15.0,6.2,7.0",,,Ephemera,
7,6,7,18,0,"15.0,6.2,6.0,6.3",,,Ephemera,
7,6,8,18,0,"15.0,6.0",,,Ephemera,
7,6,9,18,0,"15.0,6.0,6.1",,,Ephemera,
7,6,10,18,0,"15.0,6.0,6.1",,,Ephemera,
7,7,1,18,0,"15.0,7.4,6.0",,,Ephemera,
7,7,2,18,0,"15.0,7.3,6.0,8.4",,,Ephemera,
7,7,3,18,0,"15.0,7.3,7.4",,,Ephemera,
7,7,4,18,0,"15.0,7.3,7.1,7.2,9.2",,,Ephemera,
7,7,5,18,0,"15.0,7.1,7.2",,,Ephemera,
7,7,6,18,0,"15.0,7.1,7.2",,,Ephemera,
7,7,7,18,0,"15.0,7.1,7.2",,,Ephemera,
7,7,8,18,0,"15.0,7.1,7.2",,,Ephemera,
7,7,9,18,0,"15.0,7.1,7.2",,,Ephemera,
7,7,10,18,0,"15.0,7.1,7.2",,,Ephemera,
7,8,1,18,0,"15.0,9.4,9.5,9.6",,,Ephemera,
7,8,2,18,0,"15.0,9.4,4.3,9.0",,,Ephemera,
7,8,3,18,0,"15.0,13.6,4.3,8.1",,,Ephemera,
7,8,4,18,0,"15.0,8.1",,,Ephemera,
7,8,5,18,0,"15.0,8.1",,,Ephemera,
7,8,6,18,0,"15.0,8.0,2.3,0.0,13.7",,,Ephemera,
7,8,7,18,0,"15.0,7.5,8.1",,,Ephemera,
7,8,8,18,0,"15.0,7.5,10.2",,,Ephemera,
7,8,9,18,0,"15.0,10.3,7.5",,,Ephemera,
7,8,10,18,0,"15.0,7.4",,,Ephemera,
7,9,1,18,0,"15.0,11.0,0.6,10.2",,,Ephemera,
7,9,2,18,0,"15.0,11.1,11.0,0.6",,,Ephemera,
7,9,3,18,0,"15.0,10.3,10.2,0.2,11.4",,,Ephemera,
7,9,4,18,0,"15.0,11.4,11.0,10.3,10.2",,,Ephemera,
7,9,5,18,0,"15.0,10.2,10.3,9.4,10.4",,,Ephemera,
7,9,6,18,0,"15.0,10.2,10.4,10.0,10.1",,,Ephemera,
7,9,7,18,0,"15.0,9.1,9.2,9.3",,,Ephemera,
7,9,8,18,0,"15.0,8.6,9.5",,,Ephemera,
7,9,9,18,0,"15.0,9.4,9.5,9.6",,,Ephemera,
7,9,10,18,0,15.0,,,Ephemera,
7,10,1,18,0,"15.0,12.5",,,Ephemera,
7,10,2,18,0,"15.0,12.1,12.3,8.3",,,Ephemera,
7,10,3,18,0,"15.0,2.6,12.4",,,Ephemera,
7,10,4,18,0,"15.0,12.0,12.1,12.2,2.6",,,Ephemera,
7,10,5,18,0,"15.0,10.3,10.4,11.2",,,Ephemera,
7,10,6,18,0,"15.0,11.2,11.4,10.2,0.6,10.3",,,Ephemera,
7,10,7,18,0,"15.0,11.3,10.3,11.2,2.1,1.1",,,Ephemera,
7,10,8,18,0,"15.0,11.0,11.2",,,Ephemera,
7,10,9,18,0,"15.0,11.0,0.6",,,Ephemera,
7,10,10,18,0,"15.0,11.0,0.0,2.6,11.1,12.2",,,Ephemera,
8,1,1,19,0,"16.0,3.2",,,Therkleson Collection,x
8,1,2,19,0,"16.0,3.2",,,Therkleson Collection,x
8,1,3,19,0,"16.0,3.2,0.0,4.1",,,Therkleson Collection,x
8,1,4,19,0,"16.0,3.2,0.0,3.0,4.1",,,Therkleson Collection,x
8,1,5,19,0,"16.0,3.2,0.0,3.0,4.1",,,Therkleson Collection,x
8,1,6,19,0,"16.0,3.2,0.0,3.0,4.1",,,Therkleson Collection,x
8,2,1,19,0,"16.0,3.0",,,Therkleson Collection,x
8,2,2,19,0,"16.0,3.0,12.2",,,Therkleson Collection,x
8,2,3,19,0,"16.0,3.0,4.1,12.2",,,Therkleson Collection,x
8,2,4,19,0,"16.0,0.0,3.1,12.5",,,Therkleson Collection,x
8,2,5,19,0,"16.0,0.0,3.1,3.0,3.2,7.4",,,Therkleson Collection,x
8,2,6,19,0,"16.0,0.0,8.0,8.2",,,Therkleson Collection,x
8,3,1,19,0,"16.0,0.0",,,Therkleson Collection,x
8,3,2,19,0,"16.0,0.1",,,Therkleson Collection,x
8,3,3,19,0,"16.0,0.0,3.3,4.1",,,Therkleson Collection,x
8,3,4,19,0,"16.0,0.0,3.0,4.1",,,Therkleson Collection,x
8,3,5,19,0,"16.0,0.0",,,Therkleson Collection,x
8,3,6,19,0,"16.0,0.0",,,Therkleson Collection,x
8,4,1,19,0,"16.0,0.0,3.0,11.4",,,Therkleson Collection,x
8,4,2,19,0,"16.0,0.0,3.0",,,Therkleson Collection,x
8,4,3,19,0,"16.0,0.0,4.1,4.3",,,Therkleson Collection,x
8,4,4,19,0,"16.0,0.0",,,Therkleson Collection,x
8,4,5,19,0,"16.0,0.0,12.2",,,Therkleson Collection,x
8,4,6,19,0,"16.0,0.0,10.2",,,Therkleson Collection,x
9,1,1,20,0,"17.0,1.0,3.1",,,,
9,2,1,20,0,"17.0,1.0,3.1",,,,
